phiC,phiCsurf,phiS,phiSsurf,molar,molal,osm,gamma_per_vol,gamma,gammaC_per_vol,gammaC,ddA_nu,ddA_chi,ddA_eps,ddA,ddE_chi,ddE_eps,ddE,TddS_nu,TddS_chi,TddS_eps,TddS,ddA_nu_kJ,ddA_chi_kJ,ddA_eps_kJ,ddA_kJ,ddE_chi_kJ,ddE_eps_kJ,ddE_kJ,TddS_nu_kJ,TddS_chi_kJ,TddS_eps_kJ,TddS_kJ
0.034100000000000005,0.06930701355031389,0.9659,0.9306929864496861,0.7641970328537495,0.7911761392004859,0.7821989810141298,1.0324637404784127,35.11103330115444,-0.01470349216901166,-0.5000222118698474,-0.3485026844911014,0.009821619343595784,0.8707439851435581,0.5320629199960525,-0.010411759561665864,0.34829759405742333,0.3378858344957575,0.3485026844911014,-0.020233378905261647,-0.5224463910861348,-0.19417708550029505,-0.863440493019987,0.024333769080351293,2.1573309167600954,1.3182241928204597,-0.02579588396071562,0.8629323667040384,0.8371364827433228,0.863440493019987,-0.05012965304106691,-1.2943985500560569,-0.4810877100771367
0.035100000000000006,0.07120590284788512,0.9649,0.9287940971521149,0.7866075030254137,0.815221787776364,0.8057048155697993,1.028658200794448,34.981618169819534,-0.015094522394324416,-0.5133199914667873,-0.3577387656895457,0.010329543807146636,0.8946008266032366,0.5471916047208375,-0.010950203091696135,0.3578403306412946,0.34689012754959847,0.3577387656895457,-0.021279746898842773,-0.536760495961942,-0.20030147717123903,-0.8863235491869792,0.025592188509359907,2.216437959169034,1.3557065984914147,-0.02712991657429978,0.8865751836676135,0.8594452670933137,0.8863235491869792,-0.05272210508365968,-1.3298627755014205,-0.496261331398101
0.03610000000000001,0.07309777596658157,0.9639,0.9269022240334184,0.8090179731970779,0.8393173287655129,0.829244432209,1.02486914034852,34.85276344855308,-0.015483427725807483,-0.5265455097192454,-0.3669210925688026,0.01084615882913401,0.9183695197610195,0.562294586021351,-0.011497859359639805,0.3673478079044078,0.355849948544768,0.3669210925688026,-0.022344018188773816,-0.5510217118566118,-0.20644463747658293,-0.9090734251578735,0.02687213942261521,2.2753266078133487,1.3931253220780904,-0.02848677440938151,0.9101306431253394,0.8816438687159579,0.9090734251578735,-0.05535891383199672,-1.3651959646880094,-0.5114814533621327
0.0371,0.07498267956101246,0.9629,0.9250173204389875,0.831428443368742,0.8634629176121527,0.8528179548075646,1.0210964841243253,34.72446658627283,-0.01587022108821902,-0.5396992061599593,-0.3760498739145058,0.011371194923027102,0.9420506507656715,0.5773719717741929,-0.012054442686642351,0.37682026030626864,0.3647658176196263,0.3760498739145058,-0.023425637609669453,-0.5652303904594029,-0.21260615415456663,-0.9316906382141099,0.028172954147834103,2.333998314918806,1.43048063085253,-0.029865749676029864,0.9335993259675226,0.9037335762914928,0.9316906382141099,-0.05803870382386397,-1.4003989889512833,-0.5267470545610374
0.0381,0.0768606599858888,0.9619,0.9231393400141112,0.8538389135404062,0.8876587104069094,0.8764255076274718,1.017340157109942,34.59672503204554,-0.01625491533429673,-0.5527815178724639,-0.38512531974995057,0.011904387354742462,0.9656448019981625,0.5924238696029545,-0.01261967243185146,0.3862579207992651,0.3736382483674136,0.38512531974995057,-0.024524059786593923,-0.5793868811988974,-0.21878562123554074,-0.9541757087035246,0.029493976787263988,2.3924545233761916,1.467772791459931,-0.031266147066327084,0.9569818093504767,0.9257156622841496,0.9541757087035246,-0.06076012385359107,-1.4354727140257149,-0.5420571291757813
0.0391,0.07873176329649018,0.9609,0.9212682367035099,0.8762493837120704,0.9119048638901763,0.9000672153184548,1.0136000843092114,34.469536235474,-0.01663752324457913,-0.5657928794850137,-0.3941476412724858,0.012445476070879811,0.9891525520775334,0.6074503868759273,-0.013193272916340476,0.39566102083101334,0.38246774791467286,0.3941476412724858,-0.025638748987220288,-0.5934915312465201,-0.2249826389612546,-0.9765291598827551,0.030834563039881836,2.4506966667558387,1.5050020699129654,-0.032687283565883504,0.9802786667023354,0.947591383136452,0.9765291598827551,-0.06352184660576535,-1.4704180000535034,-0.5574106867765136
0.040100000000000004,0.08059603524918639,0.9599,0.9194039647508137,0.8986598538837347,0.9362015354555001,0.9237432029196143,1.009876190752778,34.34289764707253,-0.017018057527248633,-0.5787337231652467,-0.4031170507914192,0.012994205627863973,1.0125744758674484,0.6224516307038932,-0.013774973347993226,0.40502979034697945,0.39125481699898623,0.4031170507914192,-0.026769178975857198,-0.6075446855204689,-0.2311968137049069,-0.9987515177633981,0.0321940800258382,2.5087261693238663,1.5421687315863064,-0.03412848826773428,1.0034904677295464,0.9693619794618121,0.9987515177633981,-0.06632256829357247,-1.5052357015943199,-0.5728067521244942
0.041100000000000005,0.08245352130201176,0.9589,0.9175464786979882,0.9210703240553989,0.9605488831529865,0.947453595861042,1.006168401508802,34.21680671863123,-0.017396530817995897,-0.591604478615571,-0.4120337616674323,0.013550325121988008,1.0359111444834117,0.6374277079379674,-0.014364507747343566,0.41436445779336467,0.3999999500460211,0.4120337616674323,-0.027914832869331573,-0.621546686690047,-0.23742775789194626,-1.0208433109619035,0.03357190611313408,2.566544446060055,1.5792730412112856,-0.03558910218860149,1.0266177784240222,0.9910286762354208,1.0208433109619035,-0.06916100830173558,-1.5399266676360328,-0.5882443649758649
0.042100000000000005,0.08430426661529168,0.9579,0.9156957333847083,0.9434807942270631,0.9849470656927267,0.9711985199654544,1.0024766416933888,34.09126090357067,-0.01777295567990524,-0.6044055730692679,-0.4208979882535154,0.014113588120351746,1.0591631253006377,0.6523787251674741,-0.014961614874364251,0.4236652501202551,0.4087036352458908,0.4208979882535154,-0.029075202994716,-0.6354978751803826,-0.2436750899215832,-1.0428050705532386,0.034967430746516114,2.624152902677352,1.6163152628706297,-0.03706847808750839,1.0496611610709405,1.0125926829834322,1.0428050705532386,-0.0720359088340245,-1.5744917416064115,-0.6037225798871975
0.043100000000000006,0.08614831605231735,0.9569,0.9138516839476827,0.9658912643987273,1.0093962424482468,0.9949781014498323,0.9988008364806803,33.96625765728508,-0.01814734460335976,-0.6171374312872658,-0.42970994583732025,0.014683752592690304,1.0823309819625295,0.6673047887178996,-0.015566038156199448,0.4329323927850117,0.4173663546288123,0.42970994583732025,-0.030249790748889754,-0.6493985891775178,-0.24993843408908734,-1.0646373299280614,0.0363800542785769,2.6815529356428685,1.653295659993384,-0.03856598028673138,1.072621174257147,1.0340551939704157,1.0646373299280614,-0.07494603456530828,-1.6089317613857215,-0.6192404660229683
0.0441,0.08798571418006826,0.9559,0.9120142858199317,0.9883017345703914,1.033896573459976,1.018792466927068,0.9951409111126588,33.841794437475734,-0.018519710005965903,-0.629800475555575,-0.438469850584961,0.015260580844088765,1.1054152743897552,0.6822060046488829,-0.016177525615836533,0.44216610975590215,0.42598858414006563,0.438469850584961,-0.0314381064599253,-0.663249164633853,-0.25621742050881724,-1.086340624653483,0.03780918780305069,2.738745932200375,1.6902144953499425,-0.040080984495079346,1.09549837288015,1.0554173883850706,1.086340624653483,-0.07789017229813003,-1.643247559320225,-0.6347971069648719
0.0451,0.0898165052699803,0.9549,0.9101834947300197,1.0107122047420556,1.058448219438743,1.0426417434076247,0.9914967909086541,33.71786870447427,-0.018890064232496867,-0.642395125683362,-0.4471779194862121,0.015843839448574332,1.1284165587898982,0.6970824787522605,-0.016795829801707497,0.4513666235159593,0.4345707937142518,0.4471779194862121,-0.03263966925028183,-0.677049935273939,-0.2625116850380087,-1.1079154923372934,0.039254252990283206,2.795733270394206,1.7270720310471959,-0.041612877633476056,1.1182933081576822,1.0766804305242061,1.1079154923372934,-0.08086713062375926,-1.6774399622365237,-0.6503916005229895
0.0461,0.09164073329875774,0.9539,0.9083592667012422,1.03312267491372,1.0830513417692837,1.0665260583012026,0.987868401274571,33.59447792155649,-0.019258419554854234,-0.6549217990016464,-0.45583437030107127,0.016433299183582287,1.1513353876676582,0.7119343165501693,-0.017420707718218187,0.46053415506706324,0.44311344734884506,0.45583437030107127,-0.033854006901800474,-0.690801232600595,-0.2688208692013242,-1.1293624724955658,0.040714681924866325,2.852516319094535,1.7638685285238354,-0.04316105766284127,1.141006527637814,1.097845469974973,1.1293624724955658,-0.0838757395877076,-1.7115097914567208,-0.6660230585488627
0.0471,0.09345844194922653,0.9529,0.9065415580507734,1.055533145085384,1.107706102513783,1.0904455394184136,0.984255667711816,33.47161955524591,-0.019624788172046822,-0.6673809103625802,-0.4644394215076788,0.01702873496528819,1.1741723098355725,0.726761623293182,-0.018051920757193834,0.4696689239342291,0.45161700317703524,0.4644394215076788,-0.03508065572248202,-0.7045033859013434,-0.27514462011614665,-1.1506821064236228,0.04218991694541899,2.909096438023939,1.800604248545735,-0.044724933414242246,1.1636385752095757,1.1189136417953334,1.1506821064236228,-0.08691485035966123,-1.745457862814363,-0.6816906067504016
0.048100000000000004,0.09526967461122963,0.9519,0.9047303253887704,1.0779436152570483,1.1324126644154302,1.1144003149724653,0.9806585158259794,33.34929107560904,-0.019989182210187226,-0.6797728721393311,-0.47299329225154374,0.017629925784801024,1.1969278704252646,0.7415645039585219,-0.01868923463023968,0.4787711481701058,0.4600819135398661,0.47299329225154374,-0.0363191604150407,-0.7181567222551588,-0.28148259041865575,-1.1718749370702417,0.04367941048650105,2.965474977785264,1.8372794512015231,-0.04630392442131218,1.1861899911141054,1.1398860666927932,1.1718749370702417,-0.08998333490781324,-1.7792849866711584,-0.6973933845087299
0.049100000000000005,0.09707447438255902,0.9509,0.902925525617441,1.1003540854287126,1.1571711909020006,1.1383905135808525,0.9770768713352143,33.22748995654032,-0.02035161372250386,-0.6920980942264919,-0.4814962022960538,0.01823665464520973,1.2196026108991513,0.7563430632483072,-0.01933241930200332,0.48784104435966064,0.46850862505765734,0.4814962022960538,-0.03756907394721305,-0.7317615665394908,-0.28783443819065,-1.1929415089150386,0.04518262492264156,3.021653279890632,1.873894395898235,-0.04789746075490297,1.208661311956253,1.16076385120135,1.1929415089150386,-0.09308008567754453,-1.8129919679343791,-0.713130544696885
0.050100000000000006,0.09887288406992693,0.9499,0.9011271159300731,1.1227645556003767,1.1819818460894587,1.162416264267061,0.9735106600783817,33.10621367603909,-0.02071209468936983,-0.7043569840410616,-0.4899483719742767,0.018848708499476407,1.242197069062649,0.7710974055878486,-0.01998124892433749,0.4968788276250595,0.476897578700722,0.4899483719742767,-0.0388299574238139,-0.7453182414375894,-0.2941998268871266,-1.213882367849053,0.04669903241446477,3.0776326767916853,1.910449341357097,-0.049504982859968676,1.231053070716674,1.1815480878567053,1.213882367849053,-0.09620401527443345,-1.8465796060750113,-0.7289012535003918
0.051100000000000007,0.10066494618997149,0.9489,0.8993350538100285,1.145175025772041,1.2068447947855843,1.1864776964622759,0.9699598080229254,32.98545971647744,-0.021070637018346453,-0.7165499465239266,-0.49835002214196816,0.019465878189170387,1.2647117790768037,0.7858276351240059,-0.020635501771352358,0.5058847116307215,0.4852492098593691,0.49835002214196816,-0.040101379960522744,-0.7588270674460822,-0.3005784252646368,-1.2346980610583203,0.048228114756899254,3.133414491910875,1.9469445456094538,-0.051125941394653006,1.25336579676435,1.202239855369697,1.2346980610583203,-0.09935405615155227,-1.880048695146525,-0.7447046902397569
0.05210000000000001,0.10245070297029706,0.9479,0.897549297029703,1.167585495943705,1.2317602024936227,1.2105749400071026,0.9664242412724958,32.86522556485943,-0.021427252544241993,-0.728677384141857,-0.5067013741318194,0.020087958384034717,1.2871472714713648,0.8005338557235802,-0.021294960175350198,0.5148589085885459,0.4935639484131957,0.5067013741318194,-0.04138291855938492,-0.7722883628828189,-0.3069699073103844,-1.25538913691052,0.049769363229449665,3.1890000396738523,1.983380265992782,-0.052759797071562746,1.2756000158695409,1.222840218797978,1.25538913691052,-0.10252916030101242,-1.9134000238043114,-0.7605400471948038
0.0531,0.104230196350547,0.9469,0.895769803649453,1.1899959661153692,1.2567282354159564,1.2347081251532952,0.9629038860743315,32.745508713072105,-0.02178195302918451,-0.7407396968899846,-0.5150026497088702,0.020714747522378646,1.3095040731582612,0.8152161709717697,-0.02195941046363722,0.5238016292633046,0.5018422187996674,0.5150026497088702,-0.04267415798601587,-0.7857024438949566,-0.31337395217210223,-1.275956144844505,0.051322278448514703,3.24439062554286,2.01975675914687,-0.0544060205012146,1.2977562502171442,1.2433502297159296,1.275956144844505,-0.1057282989497293,-1.9466343753257156,-0.7764065294309399
0.0541,0.10600346798350813,0.9459,0.8939965320164919,1.2124064362870335,1.2817490604578001,1.2588773825654922,0.9593986688263977,32.62630665812831,-0.02213475016270859,-0.7527372822947526,-0.5232540710271093,0.02134604775228775,1.3317827074454776,0.829874684170656,-0.022628642896202072,0.532713082978191,0.5100844400819889,0.5232540710271093,-0.04397469064848982,-0.7990696244672866,-0.3197902440886671,-1.2963996352627774,0.052886370221731066,3.299587546051107,2.0560742810100603,-0.05606409203762916,1.3198350184204428,1.2637709263828136,1.2963996352627774,-0.10895046225936023,-1.979752527630664,-0.7923033546272469
0.0551,0.10777055923624496,0.9449,0.892229440763755,1.2348169064586978,1.3068228452309214,1.2830828433229673,0.9559085160843005,32.50761690240177,-0.022485655561855562,-0.7646705354173224,-0.5314558605871954,0.02198166487364768,1.3539836940513046,0.8445094983377569,-0.023302451604253076,0.5415934776205219,0.5182910260162689,0.5314558605871954,-0.04528411647790076,-0.8123902164307827,-0.32621847232148804,-1.3167201594267388,0.05446115740433303,3.354592088838079,2.092333086815673,-0.05773350162605251,1.3418368355352317,1.2841033339091792,1.3167201594267388,-0.11219465903038553,-2.0127552533028474,-0.8082297529064941
0.056100000000000004,0.10953151119126256,0.9439,0.8904684888087374,1.2572273766303619,1.331949758057381,1.3073246389213817,0.9524333545679599,32.389436953854045,-0.022834680771286326,-0.7765398488574123,-0.5396082411953006,0.022621408280968716,1.3761075491189485,0.8591207162046166,-0.023980634529610592,0.5504430196475795,0.5264623851179688,0.5396082411953006,-0.04660204281057931,-0.825664529471369,-0.3326583310866478,-1.3369182693547235,0.056046167757496226,3.409405532685732,2.1285334310885045,-0.05941374865279638,1.3637622130742928,1.3043484644214964,1.3369182693547235,-0.1154599164102926,-2.045643319611439,-0.8241849666670082
0.057100000000000005,0.11128636464769652,0.9429,0.8887136353523035,1.2796378468020262,1.3571299679733015,1.331602901274553,0.948973111168065,32.271764326254065,-0.023181837263406724,-0.7883456127575599,-0.5477114359230553,0.023265090907007364,1.398154785231481,0.8737084402154331,-0.024662993364939153,0.5592619140925924,0.5345989207276532,0.5477114359230553,-0.04792808427194652,-0.8388928711388887,-0.3391095194877799,-1.356994517722756,0.05764093780865605,3.464029147555531,2.1646755676414307,-0.06110434179715903,1.3856116590222123,1.3245073172250532,1.356994517722756,-0.11874527960581507,-2.0784174885333186,-0.8401682504163777
0.058100000000000006,0.11303516012252939,0.9419,0.8869648398774707,1.3020483169736903,1.3823636447326577,1.3559177627162258,0.9455277129523126,32.15459653939022,-0.023527136438504875,-0.8000882148077921,-0.5557656680685396,0.023912529167177708,1.4201259114271227,0.8882727725257609,-0.025349333494819305,0.568050364570849,0.5427010310760297,0.5557656680685396,-0.049261862661997016,-0.8520755468562737,-0.34557174144973124,-1.3769494577679078,0.05924501271378281,3.5184641946263193,2.2007597495721942,-0.06280479888542646,1.4073856778505276,1.344580878965101,1.3769494577679078,-0.12204981159920927,-2.111078516775792,-0.8561788706070934
0.05910000000000001,0.11477793785183193,0.9409,0.8852220621481681,1.3244587871453546,1.40765095881109,1.3802693560018613,0.9420970871714367,32.03793111927549,-0.023870589624900143,-0.8117680402506925,-0.563771161118345,0.02456354290474058,1.4420214332148373,0.9028138150012329,-0.026039463937643358,0.5768085732859349,0.5507691093482916,0.563771161118345,-0.05060300684238393,-0.8652128599289024,-0.3520447056529413,-1.3967836431943004,0.06085794612158392,3.5727119263329508,2.2367862292602343,-0.06451464674691491,1.4290847705331806,1.3645701237862657,1.3967836431943004,-0.12537259286849883,-2.14362715579977,-0.8722161054739683
0.0601,0.11651473779202741,0.9399,0.8834852622079726,1.3468692573170187,1.432992081409744,1.4046578143104271,0.9386811612650147,31.921765598344866,-0.024212208079102855,-0.8233854718868315,-0.5717281387106574,0.02521795533676769,1.4638418525902162,0.9173316692163265,-0.026733197288333135,0.5855367410360863,0.5588035437477532,0.5717281387106574,-0.051951152625100826,-0.8783051115541298,-0.35852812546857327,-1.416497628081641,0.0624793000396262,3.6267735864056467,2.272755258363632,-0.0662334210720501,1.4507094345622584,1.3844760134902083,1.416497628081641,-0.1287127211116763,-2.1760641518433883,-0.8882792448734236
0.0611,0.11824559962117924,0.9389,0.8817544003788208,1.369279727488683,1.458387184459136,1.4290832712462007,0.9352798628670903,31.806097515646535,-0.024552002985985134,-0.8349408900805766,-0.5796368245993152,0.025875593000870188,1.485587668051654,0.931826436453209,-0.027430349661866506,0.5942350672206618,0.5668047175587952,0.5796368245993152,-0.053305942662736694,-0.8913526008309922,-0.3650217188944137,-1.4360919667961747,0.06410864470235195,3.6806504099100725,2.30866708781625,-0.06796066627244993,1.4722601639640294,1.4042994976915795,1.4360919667961747,-0.13206931097480187,-2.208390245946043,-0.9043675901246704
0.0621,0.11997056274029916,0.9379,0.8800294372597008,1.391690197660347,1.4838364406230378,1.453545860840585,0.9318931198115806,31.690924417025798,-0.024889985458961643,-0.8464346727662387,-0.5874974426188957,0.02653628570268266,1.507259374616788,0.9462982177005749,-0.028130740637607888,0.6029037498467151,0.5747730092091072,0.5874974426188957,-0.054667026340290546,-0.9043556247700728,-0.37152520849146764,-1.4555672139041826,0.06574555844096687,3.7343436232880647,2.344521967824849,-0.06969593534299945,1.4937374493152256,1.424041513972226,1.4555672139041826,-0.1354414937839663,-2.2406061739728393,-0.920480453852623
0.0631,0.1216896662746765,0.9369,0.8783103337253235,1.4141006678320114,1.509340023302392,1.4780457175539283,0.9285208601375041,31.57624385530285,-0.025226166540180554,-0.8578671954545666,-0.5953102166507163,0.027199866464099293,1.5288574638391927,0.9607471136525758,-0.028834193204431376,0.6115429855356772,0.5827087923312458,0.5953102166507163,-0.05603405966853067,-0.9173144783035155,-0.37803832132133,-1.4749239240877485,0.06738962755519141,3.787854444398996,2.3803201478664393,-0.07143878972588945,1.5151417777595988,1.4437029880337093,1.4749239240877485,-0.13882841728108086,-2.2727126666393973,-0.9366171598327298
0.0641,0.1234029490752261,0.9359,0.8765970509247739,1.4365111380036755,1.5348981066392515,1.5025829762773588,0.9251630120940108,31.46205339044383,-0.025560557200723748,-0.8692388312395549,-0.6030753705898049,0.02786617147224691,1.5503824238253199,0.9751732247077619,-0.029540533706630796,0.620152969530128,0.5906124358234972,0.6030753705898049,-0.05740670517887771,-0.9302294542951919,-0.3845607888842647,-1.494162652062924,0.06904044618683773,3.8411840825617456,2.416061876685659,-0.07318879917660467,1.536473633024698,1.4632848338480933,1.494162652062924,-0.1422292453634424,-2.3047104495370476,-0.9527770428375659
0.0651,0.12511044971985488,0.9349,0.8748895502801451,1.4589216081753398,1.5605108655207396,1.5271577723346237,0.921819504145236,31.3483505897259,-0.025893168340816466,-0.8805499508055737,-0.6107931283127763,0.028535040029195328,1.5718347392516643,0.9895766509680833,-0.03024959179060618,0.6287338957006658,0.5984843039100597,0.6107931283127763,-0.05878463181980151,-0.9431008435509984,-0.39109234705802365,-1.513283952500142,0.07069761619521353,3.8943337385972243,2.4517474022922956,-0.07494554163183574,1.55773349543889,1.4827879538070543,1.513283952500142,-0.14564315782704929,-2.336600243158334,-0.9689594484852413
0.0661,0.12681220651484498,0.9339,0.8731877934851551,1.481332078347004,1.5861784755830433,1.5517702414839434,0.9184902649749617,31.235133027895742,-0.026224010790045296,-0.891800922434782,-0.6184637136466064,0.029206314502388076,1.593214891382142,1.0039574922379237,-0.030961200352317073,0.6372859565528569,0.6063247562005398,0.6184637136466064,-0.060167514854705145,-0.9559289348292851,-0.3976327360373839,-1.5322883799468499,0.07236074703431064,3.9473046048714364,2.487376971958897,-0.07670860307929091,1.5789218419485749,1.502213238869284,1.5322883799468499,-0.14906935011360156,-2.3683827629228613,-0.985163733089613
0.0671,0.12850825749625366,0.9329,0.8714917425037463,1.5037425485186682,1.611901113215423,1.5764205199198758,0.9151752234911128,31.12239828732249,-0.026553095307584956,-0.9029921120148396,-0.6260873503382933,0.02987984027579424,1.614523358085679,1.01831584802318,-0.031675195485498644,0.6458093432342716,0.614134147748773,0.6260873503382933,-0.061555035761292884,-0.9687140148514074,-0.4041817002744069,-1.551176488752346,0.07402945563178008,4.000097865339051,2.522950832218485,-0.07847757742939784,1.600039146135621,1.5215615687062232,1.551176488752346,-0.1525070330611779,-2.4000587192034306,-1.0013892635122625
0.06810000000000001,0.13019864043132892,0.9319,0.8698013595686711,1.5261530186903325,1.6376789555642581,1.6011087442751815,0.9118743088300862,31.010143958144916,-0.026880432582433247,-0.9141238830468974,-0.633664262025377,0.030555465701765715,1.635760613853994,1.0326518175303827,-0.03239141643062716,0.6543042455415976,0.6219128291109705,0.633664262025377,-0.06294688213239287,-0.9814563683123964,-0.41073898841941225,-1.5699488329947373,0.07570336626965508,4.0527146955874676,2.5584692288623856,-0.08025206638886179,1.621085878234987,1.5408338118461253,1.5699488329947373,-0.15595543265851686,-2.4316288173524807,-1.0176354170162603
0.06910000000000001,0.13188339281993824,0.9309,0.8681166071800618,1.5485634888619968,1.663512180537111,1.6258350516227125,0.9085874503609005,30.898367638412576,-0.027206033233653285,-0.9251965966538342,-0.6411946722072828,0.031233042053596845,1.6569271298195514,1.0469654996658655,-0.033109705524628344,0.6627708519278206,0.6296611464031923,0.6411946722072828,-0.0643427475782252,-0.9941562778917308,-0.41730435326267323,-1.588605966409942,0.07738211046681405,4.105156262881286,2.5939324069381575,-0.08203167933606449,1.6420625051525144,1.56003082581645,1.588605966409942,-0.15941378980287854,-2.463093757728771,-1.0339015811217076
0.07010000000000001,0.133562551896012,0.9299,0.866437448103988,1.5709739590336609,1.6894009668068186,1.650599579477299,0.9053145776891866,30.787066934221514,-0.02752990781062353,-0.9362106115887611,-0.6486788042175241,0.0319124234787764,1.678023373773693,1.0612569930349451,-0.03382990815132073,0.6712093495094772,0.6373794413581565,0.6486788042175241,-0.06574233163009713,-1.0068140242642158,-0.42387755167678887,-1.6071484423228197,0.07906532686315902,4.157423726207235,2.6293406107475743,-0.083816033198284,1.6629694904828944,1.5791534572846104,1.6071484423228197,-0.16288136006144302,-2.4944542357243407,-1.0501871534629639
0.07110000000000001,0.13523615462899946,0.9289,0.8647638453710005,1.5933844292053252,1.7153454938156152,1.6754024657976563,0.9020556206610331,30.67623945984502,-0.027852066793295115,-0.9471662842437705,-0.6561168811966657,0.03259346695292342,1.6990498101849336,1.0755263959411914,-0.03455187269258424,0.6796199240739734,0.6450680513813892,0.6561168811966657,-0.06714533964550766,-1.0194298861109603,-0.43045834455980225,-1.6255768135801851,0.0807526611054884,4.209518236319506,2.6646940838448097,-0.08560475233071133,1.6838072945278024,1.5982025421970911,1.6255768135801851,-0.16635741343619972,-2.525710941791704,-1.0664915416477185
0.07210000000000001,0.13690423772533564,0.9279,0.8630957622746643,1.6157948993769893,1.7413459417792752,1.700243848988293,0.8988105093666517,30.5658828378583,-0.028172520592455286,-0.9580639686588963,-0.6635091260661096,0.03327603223440023,1.7200069002173866,1.0897738063856772,-0.0352754504802441,0.6880027600869547,0.6527273096067107,0.6635091260661096,-0.06855148271464434,-1.0320041401304318,-0.4370464967789667,-1.6438916324858632,0.08244376573504746,4.261440935785391,2.699993069034575,-0.08739746839723933,1.7045763743141564,1.617178905916917,1.6438916324858632,-0.1698412341322868,-2.5568645614712344,-1.082814163117658
0.0731,0.1385668376299204,0.9269000000000001,0.8614331623700796,1.6382053695486534,1.767402491691286,1.725123867901431,0.8955791741439179,30.45599469925884,-0.028491279549998118,-0.96890401653132,-0.6708557615026132,0.033959981819592255,1.7408951017493492,1.1039993220663282,-0.036000495748666386,0.6963580406997398,0.6603575449510735,0.6708557615026132,-0.06996047756825864,-1.0445370610496094,-0.4436417771152549,-1.6620934507375522,0.08413830007673083,4.31319295903134,2.735237808370518,-0.08919382025301488,1.7252771836125358,1.6360833633595209,1.6620934507375522,-0.1733321203297457,-2.5879157754188036,-1.0991544450109971
0.0741,0.14022399052760773,0.9259,0.8597760094723923,1.6606158397203175,1.793515325327052,1.750042661838967,0.8923615455817505,30.346572683581417,-0.02880835393920127,-0.9796867772247818,-0.6781570099136276,0.03464518089885057,1.7617148693920128,1.1182030403772358,-0.03672686558805197,0.7046859477568052,0.6679590821687532,0.6781570099136276,-0.07137204648690254,-1.0570289216352076,-0.4502439582084825,-1.6801828193657262,0.08583593012992699,4.364775432389307,2.770428543153508,-0.09099345382872112,1.7459101729557234,1.6549167191270022,1.6801828193657262,-0.1768293839586481,-2.618865259433584,-1.1155118240265058
0.0751,0.14187573234470285,0.9249,0.8581242676552971,1.6830263098919818,1.8196846252481145,1.7750003705543493,0.8891575545233407,30.23761443900781,-0.02912375396500803,-0.9904125977791721,-0.6854130934132462,0.03533149731308388,1.7824666545082706,1.1323850584081083,-0.037454419898419425,0.7129866618033083,0.6755322419048888,0.6854130934132462,-0.0727859172115033,-1.0694799927049623,-0.4568528165032194,-1.6981602886740432,0.08753632846097185,4.416189474143366,2.8055655139302944,-0.09279602201656681,1.7664757896573462,1.6736797676407793,1.6981602886740432,-0.18033235047753865,-2.649713684486019,-1.1318857462895147
0.0761,0.14352209875047087,0.9238999999999999,0.8564779012495292,1.7054367800636459,1.845910574806414,1.7999971342546264,0.885967132069262,30.129117622472634,-0.029437489764316115,-1.0010818229203535,-0.6926242337990319,0.03601880151099714,1.8031509052316728,1.146545472943638,-0.0381830213442759,0.7212603620926691,0.6830773407483932,0.6926242337990319,-0.07420182285527303,-1.0818905431390036,-0.46346813219524463,-1.716026408181935,0.0892391740972042,4.467436194576646,2.840648960491915,-0.09460118455798033,1.7869744778306582,1.6923732932726778,1.716026408181935,-0.18384035865518453,-2.680461716745987,-1.1482756672192367
0.0771,0.14516312515865126,0.9229,0.8548368748413487,1.7278472502353102,1.8721933581485641,1.8250330936023067,0.8827902095804315,30.02107989976401,-0.02974957140627113,-1.0116947950701398,-0.6997906525293882,0.03670696650696455,1.8237680664854536,1.16068438046303,-0.038912535309958016,0.7295072265941814,0.6905946912842235,0.6997906525293882,-0.07561950181692256,-1.0942608398912723,-0.47008968917880667,-1.7337817265685413,0.09094415242259318,4.518516696018498,2.8756791218725497,-0.09640860793296331,1.8074066784073994,1.710998070474436,1.7337817265685413,-0.18735276035555648,-2.7111100176110985,-1.1646810513981136
0.0781,0.14679884672898091,0.9218999999999999,0.8532011532710191,1.7502577204069745,1.8985331602201692,1.8501083897174437,0.8796267186809336,29.913498945619605,-0.030060008892565385,-1.0222518543564578,-0.7069125707017538,0.0373958678395325,1.844318580001667,1.1748018771394457,-0.039642829855641784,0.7377274320006669,0.6980846021450251,0.7069125707017538,-0.07703869769517428,-1.1065911480010002,-0.4767172749944206,-1.7514267916186856,0.09265095507492621,4.56943207289189,2.9106562363481303,-0.09821796525110213,1.8277728291567563,1.7295548639056542,1.7514267916186856,-0.19086892032602834,-2.7416592437351337,-1.1811013724424764
0.0791,0.14842929836872304,0.9209,0.851570701631277,1.7726681905786386,1.924930166770158,1.8752231641795076,0.8764765912607214,29.80637244381849,-0.030368812157741502,-1.0327533386236727,-0.713990209031334,0.03808538353054046,1.8648028843403943,1.1888980588396008,-0.040373775674006594,0.7459211537361577,0.7055473780621512,0.713990209031334,-0.07845915920454705,-1.1188817306042367,-0.4833506807774497,-1.7689621501701802,0.09435927984452819,4.6201834117609994,2.9455805414353473,-0.10002893614419986,1.8480733647043999,1.7480444285602,1.7689621501701802,-0.19438821598872805,-2.7721100470565996,-1.1975361128751474
