concentration,dG,dH,TdS
0.2323,-0.03976,-0.3534028542721217,-0.329604138804873
0.4,-0.11115467366314105,-0.38251,-0.33046
0.45486,-0.14299,-0.407964095259452,-0.36713715025376586
0.69807,-0.17101,-0.7393964058954035,-0.612399035367418
0.8,-0.16840556835225853,-0.90463,-0.72597
0.93017,-0.18925,-1.134929931484876,-0.9269082697146224
1.17892,-0.35301,-1.755374173661094,-1.2465385224694097
1.2,-0.36742533732215543,-1.77274,-1.29556
1.41552,-0.35407,-1.753421029741594,-1.2770666191577742
