concentration,dG,dH,TdS
1.00883,0.2542195178386147,-0.17047,-0.49882
1.00946,0.26402,-0.19601620117904148,-0.501531785489654
2.00456,0.51905,-0.6094508563647043,-1.1596551876895689
2.01187,0.5121118419105132,-0.61971,-1.16787
3.00919,0.6572858932293613,-0.91462,-1.59218
3.01241,0.65477,-0.9047465070204468,-1.5463329029773414
4.0031,0.99839,-0.8791120655971335,-1.6142903393726733
5.02978,0.90865,-0.9032754457338583,-1.658846397264521
